user_id,event_date,session_id,session_length,transaction_id,purchase_value,day,month
6092,2020-12-14,33732,1471,19583,5.999235608949488,14,12
4866,2021-02-28,39521,1029,34778,3.4448105687273745,28,02
5940,2020-06-02,25869,737,11207,37.56166840341394,02,06
7058,2021-02-02,36216,1386,26497,45.14765997540375,02,02
7449,2021-05-31,8472,962,22646,10.268961216908878,31,05
4546,2021-06-02,25484,141,1924,30.151006713999184,02,06
7609,2021-07-20,21066,169,38225,49.281410981845326,20,07
4297,2020-07-03,33426,352,14068,18.171558141283395,03,07
4636,2021-09-16,11180,349,34343,28.932426760241263,16,09
7317,2021-01-22,25548,1410,49005,5.854412016031557,22,01
4462,2020-12-15,47579,878,32662,30.3144026484402,15,12
4644,2022-02-27,31799,1083,13317,34.48301673683133,27,02
7973,2020-10-07,26836,402,31006,48.98999092372269,07,10
5463,2020-06-26,4719,1444,19547,1.9829548249155613,26,06
7470,2021-12-14,30198,263,35909,14.220709751837497,14,12
6700,2020-10-24,16433,709,6569,9.391135325842898,24,10
7469,2021-07-29,20167,566,49731,3.300354922432497,29,07
7672,2021-09-01,7828,551,29282,0.6864622405705456,01,09
